name,nationality,nationality2,position,played_in_khl,played_in_nhl,teams,gagarin_cup,stanley_cup,olympic_gold,world_gold,link
Джей Си Липон,Канада,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Канада U20 / Канада Western U17 / Dinamo Riga / HK Sochi / IK Oskarshamn / Kamloops Blazers / Manitoba Moose / Pustertal/Val Pusteria / Regina Pat Canadians U18 AAA / Sibir Novosibirsk / St. John's IceCaps / Straubing Tigers / Winnipeg Jets",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/45487/jc-lipon
Михаил Горюнов-Рольгизер,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Belye Medvedi Chelyabinsk / Chelmet Chelyabinsk / Traktor Chelyabinsk / Traktor Chelyabinsk U16 / Traktor Chelyabinsk U17 / Traktor Chelyabinsk U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/568977/mikhail-goryunov-rolgizer
Станислав Альшевский,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Admiral Vladivostok / Ariada Volzhsk / Bars Kazan / Dizel Penza / Kunlun Red Star / Lada Togliatti / Neftekhimik Nizhnekamsk / Neftekhimik Nizhnekamsk-2 / Neftyanik Almetievsk / Reaktor Nizhnekamsk / Saryarka Karaganda",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/43003/stanislav-alshevsky
Энтони Луис,США,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Augsburger Panther / Barys Astana / Charlotte Checkers / Miami Univ. (Ohio) / Rockford IceHogs / SCL Tigers / Team Illinois 14U AAA / Team Illinois 16U AAA / Texas Stars / U.S. National U17 Team / U.S. National U18 Team / США U17 / США U17 (all) / США U18 / США U20 / USNTDP Juniors",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/151833/anthony-louis
Алексей Соловьев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Admiral Vladivostok / Alliance Bulldogs 18U AA / Atlanta Gladiators / Avangard Omsk / Bentley Univ. / HC Vítkovice / Lone Star Brahmas / Metallurg Novokuznetsk / Omskie Krylia / Sibir Novosibirsk / Texas Tornado,ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/225496/alexei-solovyov
Марк Марин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Admiral Vladivostok / Bars Kazan / Irbis Kazan / Severstal Cherepovets / Torpedo Nizhny Novgorod,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/223774/mark-marin
Пол Постма,Канада,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / Ak Bars Kazan / Atlanta Thrashers / Boston Bruins / Calgary Hitmen / Chicago Wolves / Düsseldorfer EG / EC-KAC / HC Lugano / Manitoba Moose / Metallurg Magnitogorsk / Providence Bruins / Red Deer Chiefs U15 AAA / Red Deer Chiefs U18 AAA / St. John's IceCaps / Swift Current Broncos / Winnipeg Jets",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/15032/paul-postma
Брент Сопел,Канада,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / Atlanta Thrashers / Chicago Blackhawks / Chicago Wolves / Kansas City Blades / Los Angeles Kings / Metallurg Novokuznetsk / Montréal Canadiens / New York Islanders / Salavat Yulaev Ufa / Saskatoon Blades / Saskatoon Contacts U18 AAA / Swift Current Broncos / Syracuse Crunch / Vancouver Canucks",ЛОЖЬ,ИСТИНА,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/10229/brent-sopel
Андрей Конев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Admiral Vladivostok / Belye Medvedi Chelyabinsk / Donbass Donetsk / Lokomotiv Yaroslavl / PSK Sakhalin / Salavat Yulaev Ufa / Severstal Cherepovets / Sibir Novosibirsk / Torpedo Ust-Kamenogorsk / Traktor Chelyabinsk / Traktor Chelyabinsk-2 / Yermak Angarsk / Yuzhny Ural Orsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/19576/andrei-konev
Владислав Леонтьев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Avto Yekaterinburg / Avtomobilist Yekaterinburg / Gornyak Uchaly / Gornyak-UGMK / Ladia Togliatti / Metallurg Magnitogorsk U16 / Neftekhimik Nizhnekamsk / Spartakovets Yekaterinburg U18 / Yunost Yekaterinburg U17,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/398163/vladislav-leontyev
Карел Пиларж,Чехия,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / Anyang Halla / CSKA Moskva / Chicago Wolves / Чехия / Чехия (all) / Donbass Donetsk / HC Chemopetrol / HC Litvínov / HC Most / HC Sparta Praha / HC Sparta Praha U20 / HK Kaučuk Kralupy nad Vltavou / KLH Jindrichuv Hradec / Lev Poprad / Metallurg Magnitogorsk / Mountfield HK / St. John's Maple Leafs / Toronto Maple Leafs / Toronto Marlies / Växjö Lakers HC",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/11485/karel-pilar
Юха-Пекка Хютёнен,Финляндия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Amur Khabarovsk / Black Wings 1992 / Diskos / Финляндия / Финляндия (all) / Финляндия II (all) / Финляндия U16 (all) / Финляндия U17 (all) / Финляндия U18 / Финляндия U18 (all) / Финляндия U20 / Финляндия U20 (all) / JYP / JYP U16 / JYP U18 / JYP U20 / Jukurit / LaСШАnne HC",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/7485/juha-pekka-hytonen
Герман Точилкин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Dynamo Moskva U17 / Dynamo Moskva U18 / HK Dmitrov U16 / Khimik Voskresensk / Kunlun Red Star / MHK Spartak Moskva / Neftekhimik Nizhnekamsk / Sarmaty Orenburg / Spartak Moskva / Yuzhny Ural Orsk / Yuzhny Ural Orsk U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/699318/german-tochilkin
Кори Эммертон,Канада,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Brampton Battalion / Канада Ontario U17 / Канада U18 / Detroit Red Wings / Elgin Middlesex Canucks U16 AAA / Elgin Middlesex Chiefs U15 AAA / Grand Rapids Griffins / HC Ambrì-Piotta / HC Fribourg-Gottéron / HC Sierre / HK Sochi / Kingston Frontenacs / LaСШАnne HC / SaiPa / Sibir Novosibirsk / St. Thomas Stars",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9348/cory-emmerton
Андреас Турессон,Швеция,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Brynäs IF / Connecticut Whale / HV71 / Kunlun Red Star / Kölner Haie / Malmö Redhawks / Malmö Redhawks J18 / Malmö Redhawks J20 / Milwaukee Admirals / Nashville Predators / SCL Tigers / Schwenninger Wild Wings / Severstal Cherepovets / Sibir Novosibirsk / Швеция / Швеция (all) / Швеция U18 (all) / Швеция U19 (all) / Швеция U20 / Швеция U20 (all) / Tyringe SoSS",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/4024/andreas-thuresson
Вячеслав Буравчиков,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Ak Bars Kazan / Ak Bars Kazan-2 / CSKA Moskva / Khimik Mytishchi / Krylia Sovetov Moskva / Krylia Sovetov Moskva-2 / Россия (all) / Россия U17 / Россия U18 / Россия U20,ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9261/vyacheslav-buravchikov
Дилан Сикура,Канада,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Aurora Tigers / Chicago Blackhawks / Colorado Avalanche / Colorado Eagles / Dynamo Moskva / Henderson Silver Knights / Northeastern Univ. / Rockford IceHogs / San Diego Gulls / Skellefteå AIK / South Central Coyotes U16 AAA / St. Andrew's College / St. Andrew's College U18 AAA / Traktor Chelyabinsk / Vegas Golden Knights",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/146580/dylan-sikura
Руслан Исхаков,Россия,N/A,Нападающий,ИСТИНА,ИСТИНА,Adler Mannheim / Bridgeport Islanders / CSKA Moskva / HK Trnava U18 / Krasnaya Armiya Moskva / New York Islanders / Россия 25 (all) / Россия U18 / Россия U18 (all) / Spartak Moskva U16 / TPS / Univ. of Connecticut,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/396204/ruslan-iskhakov
Егор Римашевский,Россия,Беларусь,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Dynamo Moskva / Dynamo Moskva U16 / Dynamo Moskva U17 / Dynamo Moskva U18 / Dynamo St. Petersburg / MHK Dynamo Moskva",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/779987/yegor-rimashevsky
Дмитрий Цыганов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / AKM Tula Region / Avtomobilist Yekaterinburg / Avtomobilist Yekaterinburg-2 / CSK VVS Samara / CSKA Moskva-2 / HC Chrudim / HC Energie Karlovy Vary / Molot-Prikamie Perm / SDYUSHOR CSKA Moskva / SK Kadaň / Sokol Krasnoyarsk / THK Tver / Titan Klin / Vityaz Podolsk / Yunison-Moskva / Yuzhny Ural Orsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/57972/dmitri-tsyganov
Петер Олвецкий,Словакия,N/A,Нападающий,ИСТИНА,ИСТИНА,HC Slovan Bratislava / HC Vítkovice / HK Dukla Trencin / HK Dukla Trencin II / HK Dukla Trencin U18 / HK Dukla Trencin U20 / Houston Aeros / KalPa / Lev Poprad / Manitoba Moose / Milwaukee Admirals / Minnesota Wild / Nashville Predators / Piráti Chomutov / SHK 37 Piestany / Словакия / Словакия (all) / Словакия U20 / Växjö Lakers HC,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/11772/peter-olvecky
Даниил Мироманов,Россия,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / Acadie-Bathurst Titan / Calgary Flames / Dizel Penza / HC Dynamo Pardubice / HK Sochi / Henderson Silver Knights / LHK Jestřábi Prostějov / Manchester Monarchs / Moncton Wildcats / Orangeville Flyers / Россия II (all) / SKA-Neva St. Petersburg / Toronto Jr. Canadiens U18 AAA / Vegas Golden Knights",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/289399/daniil-miromanov
Камиль Крепс,Чехия,N/A,Нападающий,ИСТИНА,ИСТИНА,Barys Astana / Brampton Battalion / Чехия (all) / Чехия U17 / Чехия U17 (all) / Чехия U18 / Чехия U18 (all) / Чехия U20 / Чехия U20 (all) / Florida Panthers / Grizzlys Wolfsburg / HC Chemopetrol U20 / HC Litvinov U18 / HC Oceláři Třinec / Kloten Flyers / Kärpät / Rochester Americans / San Antonio Rampage / Texas Wildcatters / Ässät,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9612/kamil-kreps
Николя Мелош,Канада,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / Baie-Comeau Drakkar / Calgary Wranglers / Канада Québec U17 / Charlottetown Islanders / Colorado Eagles / Dinamo Minsk / Gatineau Olympiques / Saint-Eustache Vikings / Salavat Yulaev Ufa / San Antonio Rampage / San Jose Barracuda / San Jose Sharks / Trois-Lacs Eagles U15 AA / École De L'Odyssée M17",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/213821/nicolas-meloche
Йонас Анелёв,Швеция,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Avangard Omsk / Borås HC / Frölunda HC / Frölunda HC J20 / HC Slovan Bratislava / Huddinge IK J18 / Huddinge IK J20 / Leksands IF / MODO Hockey / Rögle BK / San Antonio Rampage / Швеция / Швеция (all) / Швеция U18 (all) / Швеция U19 (all) / Швеция U20 / Швеция U20 (all)",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/3790/jonas-ahnelov
Томаш Мойзес,Чехия,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / Bílí Tygři Liberec / Чехия / Чехия (all) / Чехия U18 / Чехия U20 / Чехия U20 (all) / Dynamo Minsk / HC Dynamo Pardubice / HC Lev Praha / HC Pardubice / HC Pardubice U20 / HC Slovan Bratislava / HC Sparta Praha / Houston Aeros / MODO Hockey / Manitoba Moose / Minnesota Wild / Moose Jaw Warriors / Peoria Rivermen / Seattle Thunderbirds / Sibir Novosibirsk / St. Louis Blues / TPS / Vancouver Canucks",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/8610/tomas-mojzis
Михаил Назаров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Avtomobilist Yekaterinburg / Dizel Penza / Gornyak Uchaly / HK Almaty / Lada Togliatti / Neftekhimik Nizhnekamsk / Rubin Tyumen / Sibir Novosibirsk / Sibirskie Snaipery Novosibirsk / Yermak Angarsk / Yugra Khanty-Mansiysk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/268031/mikhail-nazarov
Василий Махачулин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Dynamo Moskva U16 / Dynamo Moskva U17 / Dynamo Moskva U18 / Dynamo St. Petersburg / HK Sochi / Kapitan Stupino / MHK Dynamo Moskva,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/537759/vasili-machulin
Иржи Хункес,Чехия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Anglet / BK Mladá Boleslav / Bílí Tygři Liberec / Чехия (all) / Чехия U17 (all) / Чехия U18 / Чехия U18 (all) / Чехия U20 (all) / HC Dynamo Pardubice / HC Havířov Panthers / HC Kometa Brno U18 / HC Lev Praha / HC Litvínov / HC Oceláři Třinec / HC Oceláři Třinec U18 / HC Oceláři Třinec U20 / HC Sparta Praha / HC Ytong Brno / HK Jestřábi Prostějov / Lada Togliatti / Lev Poprad / Lukko / Pelicans / SK Horácká Slavia Třebíč / Schwenninger Wild Wings / VHK Vsetín",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/7916/jiri-hunkes
Ярослав Бусыгин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""C"" / HK Ryazan / Russkie Vityazi / Russkie Vityazi Chekhov / Ryazan-VDV / Vityaz Moscow Region / Vityaz Podolsk / Vityaz Podolsk U16 / Vityaz Podolsk U17 / Vityaz Podolsk U18 / Yunison-Moskva",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/699444/yaroslav-busygin
Сергей Купцов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / Belleville Bulls / Izhstal Izhevsk / Khimik Voskresensk / Metallurg Novokuznetsk / Mississauga St. Michael's Majors / Molot-Prikamie Perm / Neftekhimik Nizhnekamsk / Neftyanik Almetievsk / Neman Grodno / Ottawa 67's / Rubin Tyumen / Россия U18 / Severstal Cherepovets / Yugra Khanty-Mansiysk / Yuzhny Ural Orsk / Zvezda Chekhov / Zvezda Moskva,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/131756/sergei-kuptsov
Владислав Валенцов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,HK Sochi / SKA-1946 St. Petersburg / SKA-Neva St. Petersburg / Vityaz Moscow Region,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/250314/vladislav-valentsov
Никита Кирьянов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Loko Yaroslavl / Loko-Yunior Yaroslavl / Lokomotiv Yaroslavl / Lokomotiv-2004 Yaroslavl U16 / Lokomotiv-2004 Yaroslavl U17 / Molot Perm / Россия U18 (all),ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/589941/nikita-kiryanov
Сергей Гончар,Россия,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / Boston Bruins / Dallas Stars / Dynamo Moskva / Dynamo Moskva-2 / Lada Togliatti / Mechel Chelyabinsk / Metallurg Magnitogorsk / Montréal Canadiens / Ottawa Senators / Pittsburgh Penguins / Portland Pirates / Россия / Россия (all) / Россия U18 / Россия U20 / Traktor Chelyabinsk / Washington Capitals",ЛОЖЬ,ИСТИНА,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/8678/sergei-gonchar
Александр Бойков,Россия,N/A,Защитник,ИСТИНА,ИСТИНА,Dynamo Balashikha / Dynamo Moskva / HK MVD / Kentucky Thoroughblades / Mechel Chelyabinsk / Metallurg Magnitogorsk / Milwaukee Admirals / Nashville Predators / Prince George Cougars / Rochester Americans / Россия U18 / Россия U20 / Salavat Yulaev Ufa / Torpedo Nizhny Novgorod / Torpedo Nizhny Novgorod-2 / Tri-City Americans / Victoria Cougars,ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/18449/alexander-v.-boikov
Дмитрий Буйницкий,Беларусь,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / Беларусь / Беларусь (all) / Беларусь U18 / Беларусь U20 / Dinamo Minsk / Dinamo U20 / Dinamo-Molodechno / Dinamo-Shinnik Bobruysk / Izhstal Izhevsk / Lokomotiv Yaroslavl U16 / Madison Capitols / Metallurg Magnitogorsk / Québec Remparts / RCOP Raubichi-96",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/262138/dmitri-buinitsky
Глеб Зырянов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Admiral Vladivostok / Amur Khabarovsk / Ariada Volzhsk / Chaika Nizhny Novgorod / Dinamo Riga / Dizel Penza / HC Presov / Humo Tashkent / Kunlun Red Star / Loko Yaroslavl / Lokomotiv Yaroslavl-2 / Metallurg Novokuznetsk / Olimpiya Kirovo-Chepetsk / Россия U18 / Ryazan-VDV / Sibir Novosibirsk / Soyuz Zarechny / Torpedo Nizhny Novgorod-2 / Yermak Angarsk / Yuzhny Ural Orsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/43898/gleb-zyryanov
Никита Язьков,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Ak Bars Kazan / Amur Khabarovsk / Bars Kazan / Chelmet Chelyabinsk / HK Aktobe / Kuznetskie Medvedi / Metallurg Magnitogorsk / Metallurg Novokuznetsk / Metallurg Novokuznetsk U18 / Россия U17 / Россия U18 / Sokol Krasnoyarsk / Windsor Spitfires / Zauralie Kurgan,ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/214198/nikita-yazkov
Дэвид Бут,США,N/A,Нападающий,ИСТИНА,ИСТИНА,Admiral Vladivostok / Avangard Omsk / Compuware Ambassadors / Detroit Red Wings / Dinamo Minsk / Eisbären Regensburg / Ferencvárosi TC / Florida Panthers / Honeybaked 18U AAA / Jackson Hole Moose / Manglerud / Michigan State Univ. / Rochester Americans / Storhamar / Toronto Maple Leafs / Toronto Marlies / U.S. National U18 Team / США / США U18 / США U20 / USNTDP Juniors / Utica Comets / Vancouver Canucks / Vålerenga,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9402/david-booth
Брэди Лайл,Канада,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Calgary Wranglers / Dinamo Minsk / HC Detva / North Bay Battalion / North Bay Trappers U14 AAA / North Bay Trappers U15 AAA / Owen Sound Attack / Providence Bruins / Shattuck St. Mary's 14U AAA / Shattuck St. Mary's 16U AAA / Springfield Thunderbirds",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/201657/brady-lyle
Кертис Маклин,Канада,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Bridgeport Sound Tigers / Durham Huskies / Graz99ers / Grizzlys Wolfsburg / HC Detva / Jokerit / Kiekko-Espoo / Kirkland Lake Legion 87s U18 / Lukko / Medvescak Zagreb / Metallurg Novokuznetsk / New Liskeard Cubs U18 AAA / New York Islanders / Norwich Univ. / Richmond RiverDogs / SC Csíkszereda / SCL Tigers / TUTO Hockey / Trenton Sting / Vienna Capitals / Wheeling Nailers / Wilkes-Barre/Scranton Penguins",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/11812/kurtis-mclean
Егор Дубровский,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Avtomobilist Yekaterinburg / Salavat Yulaev Ufa / Salavat Yulaev Ufa-2 / Tolpar Ufa / Toros Neftekamsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/24789/yegor-dubrovsky
Иван Ежов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / Mamonty Yugry / Ryazan-VDV / Serebryanye Lvy U16 / Vityaz Moscow Region / Yugra Khanty-Mansiysk / Yugra Khanty-Mansiysk U17 / Yugra Khanty-Mansiysk U18 / Yunison-Moskva",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/392589/ivan-yezhov
Даниил Тесанов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Loko Yaroslavl / Loko-Yunior Yaroslavl / Lokomotiv Yaroslavl / Lokomotiv-2004 Yaroslavl U16 / Lokomotiv-2004 Yaroslavl U17 / Molot Perm / Россия U18 (all),ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/514179/daniil-tesanov
Матс Цуккарелло,Норвегия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Connecticut Whale / Dallas Stars / Frisk Asker / Frisk Asker U16 / Frisk Asker U19 / MODO Hockey / Metallurg Magnitogorsk / Minnesota Wild / New York Rangers / Норвегия / Норвегия (all) / Норвегия U18 / Норвегия U18 (all) / Норвегия U20 / Team Europe",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/10881/mats-zuccarello
